Gauge	q_mean	runoff_ratio	slope_fdc	baseflow_index	stream_elas	q5	q95	high_q_freq	high_q_dur	low_q_freq	low_q_dur	zero_q_freq	hfd_mean	HUC2	Years	Mean	Std	sd_Qann-QBar	sd_Qmon-Qann	sd_Qday-Qmon	Med	fdc20	fdc80	Dry	PctDry	AREA_(KM^2)	LAT	LONG	GAGE_NAME
2469800	1.27299529048378	0.310789242626969	1.4743139422425402	0.423853356565974	2.63688204142208	0.0578824535239141	4.78572125735721	20.45	2.4939024390243905	122.5	13.101604278074902	0.0	156.15	3.0	34.0	223.69049037764728	511.2224178219551	0.4085444991665127	1.0167089330554433	1.0970698144584758	85.0	1.166790772193153	0.10729110548902557	0.0	0.0	422.68	31.744320000000002	-88.02251	                 SATILPA CREEK NEAR COFFEEVILLE AL
2472000	1.3261921754945702	0.318918668155544	1.1855246865346498	0.406862412379607	2.69142400089115	0.11045029264385199	5.5352100681286505	30.2	4.08108108108108	125.3	15.7610062893082	0.0	152.95	3.0	35.0	1059.4052722152694	2197.1023305985004	0.3761946481956781	1.0354437289172709	0.9169621055219644	342.0	1.1421502532924248	0.1397010227167594	0.0	0.0	1927.13	31.706940000000003	-89.40694	                         LEAF RIVER NR COLLINS, MS
2472500	1.3022267828989098	0.305963020732101	0.7999943881852121	0.539491547628775	1.6171135778939398	0.33759112649671996	4.05728785055691	10.45	2.27173913043478	0.45	3.0	0.0	159.5	3.0	34.0	430.7625412674128	846.9732918964304	0.33860120480614075	0.7512204084466609	0.8203666695163653	218.0	1.0376946859975624	0.3412552994220172	0.0	0.0	789.94	31.425829999999998	-89.41471999999996	                    BOUIE CREEK NR HATTIESBURG, MS
2479155	1.50028818291271	0.338750502694102	1.25988462457796	0.38945933917521	1.78336141278902	0.13366343671049	5.203963135928389	19.5	2.0	108.95	10.3270142180095	0.0	156.7	3.0	34.0	88.74607456316942	238.67105081208047	0.3446983566651249	0.9156233622792914	1.2722561250551214	32.0	1.1155422984881649	0.14648535232672874	0.0	0.0	137.28	31.02528	-89.01666999999998	                       CYPRESS CREEK NR JANICE, MS
2479300	1.7719954354920602	0.38366770730146604	1.25656181690328	0.507678141803276	1.6373197671576798	0.30790672833335697	6.607165212153291	12.55	3.2179487179487203	34.0	10.625	0.0	162.4	3.0	35.0	830.7147997496872	1341.4218283756954	0.3075024554812317	0.779540712649336	0.7768521948904223	417.0	1.203782574117281	0.26362838373168457	0.0	0.0	1144.2	30.736109999999996	-88.78111	                           RED CREEK AT VESTRY, MS
2479560	1.7684350228257701	0.38030939078108505	1.59410803851165	0.49497943067224304	1.7921706764793999	0.19682557523341299	6.3892609806538605	11.8	3.6875	73.55	11.1439393939394	0.0	159.1	3.0	34.0	1059.1244866736454	1619.7462320190054	0.33302088211209396	0.8280223125444449	0.7543862342956174	523.0	1.369055307704162	0.20771873634132115	0.0	0.0	1454.33	30.809079999999998	-88.45863	                  ESCATAWPA RIVER NEAR AGRICOLA MS
2481000	1.88860041789101	0.39414466645508	1.3230723019619701	0.326058049715482	1.8306710226943002	0.0471193781592675	7.9671015237628	27.45	2.41850220264317	144.45	13.191780821917801	0.0	165.15	3.0	34.0	196.5577663257909	486.8379643427583	0.3594602043192129	1.0209340858843174	1.3247544736897672	60.0	1.0887384609636777	0.07631344352549142	0.0	0.0	249.23	30.558609999999998	-89.12194000000002	                       BILOXI RIVER AT WORTHAM, MS
2481510	1.7056980030603603	0.36913274848462796	1.30288372489552	0.425394254071822	1.8545615953450598	0.14056213011171398	6.28862747325883	17.2	2.2483660130719	90.3	10.623529411764698	0.0	164.35	3.0	34.0	576.3665351477573	1188.8595408432745	0.3383562945353339	0.9092014017843394	1.012647442376285	236.0	1.1988898693135526	0.16829568353605587	0.0	0.0	800.66	30.48361	-89.27444	                          WOLF RIVER NR LANDON, MS
3010655	1.49695524422339	0.455751399378086	1.9270176045786203	0.493939565322932	1.50491123918167	0.0817320080850684	4.96930609157215	8.5	2.65625	93.2	14.912	0.0	159.05	5.0	34.0	154.10806023029232	221.65624384417453	0.2611158800307879	0.8254527762800536	0.7757591419657476	85.0	1.453525530496356	0.16222383152861114	0.0	0.0	254.44	41.961729999999996	-78.19807	                  Oswayo Creek at Shinglehouse, PA
3011800	1.93147476637408	0.538101433725681	1.84061438473527	0.5488345465249389	1.74213348021016	0.18086572464596498	5.81214450281222	3.5	1.52173913043478	62.45	11.3545454545455	0.0	155.6	5.0	34.0	78.89004750785091	100.12768006489183	0.21497195186932488	0.6991131045480672	0.7737173584114121	51.0	1.4196974591611715	0.228165663079474	0.0	0.0	100.1	41.76645	-78.71864000000002	                      Kinzua Creek near Guffey, PA
3015500	2.04893351672986	0.5692923730670101	1.72886637997163	0.484368459581503	1.4780559079498201	0.180800639156311	7.16968051826749	7.85	2.09333333333333	76.9	12.304	0.0	148.65	5.0	35.0	651.3835262828536	877.4723704030057	0.223554805019087	0.6958163926222767	0.8649378706634413	365.0	1.3853589530419712	0.2057159792859307	0.0	0.0	784.85	41.85256	-79.31727	              Brokenstraw Creek at Youngsville, PA
3021350	2.29105418490273	0.621600220645083	1.5527212420527898	0.40755485467541097	1.44849024341602	0.0928937182980518	9.060710369379189	17.05	1.8235294117647098	104.9	11.5274725274725	0.0	141.4	5.0	34.0	224.74592962396355	375.67815932813835	0.2111503595565527	0.7644121837416695	1.1635872273980958	106.0	1.2903459496918028	0.13793353255326168	0.0	0.0	239.67	42.01533	-79.78255	                   French Creek near Wattsburg, PA
3026500	1.7461839707601001	0.49333335549678103	1.9023313378106401	0.5053183226257271	1.26496032020319	0.0951646814861424	5.54123461818044	5.5	1.71875	74.2	11.074626865671599	0.0	158.55	5.0	35.0	14.810345744680864	21.22942020940728	0.1993403398116754	0.7482647464679856	0.8950824746116136	8.8	1.4179277352483262	0.18905703136644345	0.0	0.0	20.31	41.631170000000004	-78.57669	                   Sevenmile Run near Rasselas, PA
3028000	1.9809253792164099	0.5718073462701011	1.8351905664116601	0.518663808727834	1.8030586264251203	0.16704320651130802	6.311196056918121	4.7	1.7735849056603799	71.0	9.16129032258065	0.0	158.65	5.0	34.0	129.8602222401161	170.6631313130599	0.22014394545770027	0.7304458308253475	0.7931505522639433	80.0	1.4400098565535386	0.21561644910962074	0.0	0.0	161.11	41.575340000000004	-78.69225	           West Branch Clarion River at Wilcox, PA
3049000	1.27723560702604	0.38792809848437804	1.83654452687204	0.476524666928439	1.23136152406697	0.0678177177682574	4.492410031557889	9.95	1.80909090909091	97.45	11.812121212121198	0.0	159.05	5.0	35.0	194.2751977445376	298.21640332803224	0.2791305849742931	0.7947563798387213	0.9627914893261624	103.0	1.3897811101705162	0.1544201233522796	0.0	0.0	357.15	40.7159	-79.69949	                   Buffalo Creek near Freeport, PA
3049800	1.07702479012463	0.355803193404084	1.75674161698867	0.42466958925213	2.12587161657949	0.0427205938107917	3.77912945249311	15.7	1.8579881656804698	117.75	8.03754266211604	0.0	165.1	5.0	34.0	6.56292374587329	14.633985454198609	0.36880737257535706	0.8192469625401794	1.2575511283542329	2.8	1.310391577444069	0.12342060206159255	1.0	0.0	14.89	40.52035	-79.93811	                   Little Pine Creek near Etna, PA
3050000	1.89541794103865	0.48937687666382296	1.8542324806333301	0.427851653807585	1.6984548430236202	0.0331371433861193	6.67763647023314	12.0	1.6	110.8	12.1092896174863	0.0	164.55	5.0	24.0	381.62542892995714	650.9944636635804	0.28126983091333146	0.8199852669363235	1.0877020315546302	185.0	1.3887963427543923	0.1048148183210862	0.0	0.0	487.29	38.80927	-79.88173	               TYGART VALLEY RIVER NEAR DAILEY, WV
3066000	2.43037416944335	0.581601872844514	1.83476587780156	0.479958959044391	1.27578540961145	0.14275991782456302	8.44589636914395	6.211197578901861	1.7878787878787898	78.79798962386509	10.6928571428571	0.0	161.947368421053	5.0	34.0	221.17405345211566	304.80665498878346	0.2379915558637553	0.6860968204608804	0.94073133540076	130.0	1.4169835706693807	0.2079809963330938	0.0	0.0	222.79	39.12705	-79.46838000000002	                         BLACKWATER R AT DAVIS, WV
3069500	2.44818565337301	0.601000307419244	1.7972360218295202	0.474430152851135	1.5772892159144398	0.134394649888778	8.24550704905856	6.45	1.5357142857142903	80.2	10.5526315789474	0.0	165.75	5.0	33.0	1847.2590011614402	2606.513661254649	0.2300695753885607	0.6928121636831426	0.9528318599854207	1070.0	1.420482995806322	0.19217662481373665	0.0	0.0	1856.85	39.12288	-79.68117	                      CHEAT RIVER NEAR PARSONS, WV
3070500	2.03204141467222	0.549168889224421	2.00272278668499	0.4634907991506021	1.55128482652518	0.0709316811303723	7.1877436878777194	9.7	1.46969696969697	105.55	12.4176470588235	0.0	156.4	5.0	34.0	421.021060691545	605.6199052776044	0.2281094532717189	0.7761114663047693	0.986661380038884	236.0	1.4512338147559802	0.1235092608302962	0.0	0.0	517.38	39.61564	-79.70477	                  BIG SANDY CREEK AT ROCKVILLE, WV
3076600	1.77924550537738	0.486972677470955	1.7988795086126101	0.497185539543152	1.4855326659608799	0.10408508207907799	6.37569137458557	9.95	1.9509803921568603	96.0	11.779141104294501	0.0	162.45	5.0	35.0	92.84052722152704	135.04729351234457	0.2464226268856842	0.8405208952359655	0.8418737452002004	50.0	1.411021715628787	0.1507962138839925	0.0	0.0	127.4	39.65614	-79.39411	                    BEAR CREEK AT FRIENDSVILLE, MD
3078000	1.90259296426963	0.542170227147581	1.9546323503832599	0.4996392361746889	1.8522427662190801	0.0787849444937687	6.575512675056849	8.55	1.56880733944954	100.3	12.1575757575758	0.0	160.15	5.0	35.0	123.66673498122671	174.7712495290211	0.2421444019333219	0.8181306514917863	0.9438766947848164	72.0	1.447438553521878	0.1293799824377098	0.0	0.0	161.48	39.70219	-79.13639	                CASSELMAN RIVER AT GRANTSVILLE, MD
3140000	0.9482243824748922	0.32550592545780394	1.8449200827732501	0.439380288021326	2.8480670897022904	0.0219791861376951	3.33861055256126	15.9	1.82758620689655	120.95	11.147465437788	0.0	166.6	5.0	35.0	28.73002894242801	55.9945728660143	0.36428760868533655	0.9193996465156934	1.2079362365276682	12.0	1.3226579087737091	0.1009396825116778	0.0	0.0	70.35	40.36285	-81.86236	                      Mill Creek near Coshocton OH
3144000	1.10331015564865	0.36843041906796203	1.6826414903982299	0.425829417070649	2.2566266136410698	0.0552046434426685	4.00435633167063	17.35	1.9385474860335201	118.6	14.552147239263801	0.0	174.9	5.0	35.0	161.68905663329178	345.8002594288124	0.3093985958501784	0.9507491047872972	1.0585281403066922	69.0	1.2456006868589362	0.11750949876027615	0.0	0.0	363.41	40.13257	-82.14792	              Wakatomika Creek near Frazeysburg OH
3159540	1.0988234059004	0.34930735974133403	1.54248156226899	0.343456868395671	1.71637242605708	0.0103758972868478	4.61910533334497	27.15	2.07251908396947	151.55	15.004950495049501	0.00342231348391513	162.2	5.0	35.0	171.84774269372392	399.6170923705874	0.34246497371821155	1.0354752139370946	1.426982432879378	55.0	1.1230871990211393	0.041315643072798384	1.0	0.0	400.85	39.06369	-81.8818	                       Shade River near Chester OH
3161000	1.9500705821222402	0.48183212538979503	1.20279628358739	0.726972537146201	1.3507885658649599	0.63498058148029	4.19457975357417	1.35	1.42105263157895	0.85	3.4	0.0	175.5	5.0	34.0	421.8622161378644	428.3748578819854	0.28841450357261683	0.4522389396282656	0.5241884582883102	330.0	1.2776683461593892	0.4788293245346876	0.0	0.0	527.86	36.39333	-81.40694	           SOUTH FORK NEW RIVER NEAR JEFFERSON, NC
3164000	1.5454792011478702	0.413173323812616	1.38094138228593	0.690426959144395	2.05607230148698	0.445940705451332	3.7368869966285896	1.65	1.375	2.75	6.875	0.0	174.5	5.0	35.0	1883.5305068836044	1923.0443990265946	0.29225407394396746	0.5060042648744835	0.535808988069802	1400.0	1.3272946686360685	0.4257961296984508	0.0	0.0	2952.74	36.64735	-80.97896999999998	                          NEW RIVER NEAR GALAX, VA
3165000	1.67893377847116	0.45728802832076	1.08230822964954	0.69982709823084	1.72993075652786	0.5276927647262121	3.69384935308348	2.9	1.18367346938776	0.7	7.0	0.0	172.1	5.0	35.0	69.36788172715896	88.30743009589503	0.3154947722072753	0.4564460281468102	0.7047283465283843	51.0	1.1965191661244543	0.4757244877362289	0.0	0.0	102.0	36.645959999999995	-80.91924	                       CHESTNUT CREEK AT GALAX, VA
3170000	1.07424558090184	0.323360883944825	1.4417128865934	0.7022189723994461	1.1467269902864698	0.277096294044337	2.46800432562156	1.9	1.1875	6.85	5.95652173913043	0.0	175.95	5.0	35.0	352.66536295369207	392.24102920027593	0.2941914150740061	0.4955518153811133	0.6017158470979587	258.5	1.3043526479247745	0.4395101313659566	0.0	0.0	794.64	37.03763	-80.55672	                   LITTLE RIVER AT GRAYSONTOWN, VA
3173000	1.01584744367196	0.336056023002685	1.84031246457304	0.540795022620318	2.9112407421346496	0.12971292268078	3.32191631255656	9.7	1.97959183673469	86.35	16.292452830188697	0.0	170.9	5.0	35.0	313.2758135168961	516.1144106843209	0.30673431618667873	0.8643145895225594	0.7325243545658051	152.0	1.4045131510807465	0.19152452060191996	0.0	0.0	773.32	37.26818	-80.70951	                          WALKER CREEK AT BANE, VA
3180500	2.018277105845	0.533537321998708	1.94814091935891	0.47317869663307505	1.67443032642371	0.0703356790466707	6.99102616330817	8.5	1.8279569892473102	98.25	11.164772727272698	0.0	163.55	5.0	33.0	277.9362891986062	452.0411898788765	0.2715724559396454	0.8167511357277675	0.9314260968540026	150.0	1.4067972236637345	0.1331240339528342	0.0	0.0	345.06	38.54373	-79.83312	                    GREENBRIER RIVER AT DURBIN, WV
3182500	1.67221822837143	0.47073825513177	1.90987945568342	0.451749431596677	1.35859551878387	0.0684697728447988	6.00454814214853	12.6	1.8	110.85	14.5855263157895	0.0	161.8	5.0	33.0	914.9340467894476	1596.1084744015714	0.26842425188159824	0.8556079625744305	0.9811158304534179	444.0	1.366218695638573	0.11476237043364013	0.0	0.0	1364.97	38.18595	-80.13062	                   GREENBRIER RIVER AT BUCKEYE, WV
3186500	2.53276933069042	0.6113466287392779	1.89119388019309	0.459918185114449	1.13298107928404	0.0706485051978423	8.68264192032303	7.6	1.39449541284404	92.55	11.7898089171975	0.0	159.35	5.0	33.0	343.5213837730214	499.86953542945236	0.18676638674907603	0.7186533272796941	1.0608123635699944	190.0	1.4555134661729543	0.15428442741433315	0.0	0.0	329.68	38.379	-80.48397	                        WILLIAMS RIVER AT DYER, WV
3187500	2.6502633641770297	0.641023757243345	1.90171345232282	0.470847425207179	1.16144694145027	0.0766729716313929	8.89406470924158	5.9	1.34090909090909	87.6	11.159235668789801	0.0	160.3	5.0	33.0	226.194843949626	324.70620175624265	0.1905318754782401	0.7111753273433536	1.0556729483951897	132.0	1.4279724257195396	0.15473385418013588	0.0	0.0	207.41	38.29539000000001	-80.52648	                 CRANBERRY RIVER NEAR RICHWOOD, WV
3213700	1.13243601644564	0.32584216727484605	1.84926478870791	0.5604479073140111	1.87542393882473	0.12005578827753	3.56938973887312	7.25	1.9078947368421102	75.35	13.825688073394499	0.0	176.4	5.0	33.0	1074.742823958852	1595.8259690259933	0.27862222327666364	0.8313228999601822	0.7068824473657955	587.0	1.4329009374794957	0.1972564926919826	0.0	0.0	2425.06	37.673159999999996	-82.28014	                        TUG FORK AT WILLIAMSON, WV
3237280	1.1294113925156297	0.320095901407147	2.03804017671925	0.356306323013351	2.5474252629206102	0.0	4.21746558382914	37.95	2.65384615384615	174.0	19.772727272727302	0.0704996577686516	166.2	5.0	35.0	13.98146041927408	35.93973127406193	0.4097114934177641	1.066818930769226	1.6700195280393528	3.4	1.2874191579576455	0.013589424445108479	1.0	5.0	32.95	38.64369	-83.21574	                      Upper Twin Creek at McGaw OH
3237500	1.18969521570135	0.36872252527589905	1.3541713353451599	0.301729363455289	1.61059844715884	0.00609686791785568	5.07259410765593	35.8	2.18292682926829	164.4	15.293023255814	0.0	159.4	5.0	34.0	465.57440937273583	1266.9426644659698	0.2928717048466903	1.0716894704835518	1.6210814970527176	123.0	1.0460196913660509	0.027922496894781643	0.0	0.0	1003.21	38.80368	-83.42102	               Ohio Brush Creek near West Union OH
3238500	1.27397937907983	0.39166832684768893	0.8905761815134781	0.2062885085061	1.3827518319740901	0.00104146223750716	6.26598767690241	43.5	2.20253164556962	195.15	13.1858108108108	0.0425735797399042	166.35	5.0	32.0	282.4676762491447	856.5093789972515	0.3293545922037992	1.0734662480188832	2.064148262959347	46.0	0.7399076693492395	0.02761377904748357	1.0	4.0	568.5	38.858129999999996	-83.92854	                White Oak Creek near Georgetown OH
3241500	1.0407492165565	0.338989027615003	1.62553277643395	0.45874309760834703	2.5940830518027997	0.0601229728588436	3.7619803017390603	13.35	2.0697674418604697	104.05	19.6320754716981	0.0	174.9	5.0	34.0	72.94785651018594	137.22635657896464	0.3483403185019698	0.8930792810679694	0.93578984936852	35.0	1.2748832446778475	0.13023000886494146	0.0	0.0	170.91	39.72284000000001	-83.88271	                   Massies Creek at Wilberforce OH
3280700	1.33001383415596	0.333288888822505	1.69109649530582	0.411989325532183	2.07170691110108	0.0417504359308669	4.5925479523953605	17.45	2.20886075949367	130.9	10.6422764227642	0.0	165.65	5.0	33.0	83.17718682595003	197.22708750214497	0.38344588154776615	1.011267154377477	1.2652784717749916	32.0	1.2383203127022049	0.08535994388529762	1.0	0.0	158.22	37.16509	-83.30796	                       CUTSHIN CREEK AT WOOTON, KY
3281100				0.385867771188684										5.0	33.0	246.38148752788499	570.7682225645264	0.30388262394854104	1.0194134554400427	1.2898326953367556	90.0	1.2533409189886922	0.052763704491104235	1.0	0.0	422.72	37.152029999999996	-83.7602	                     GOOSE CREEK AT MANCHESTER, KY
3281500	1.4208561514971598	0.373787381934962	1.70494880455343	0.409674322211301	1.9498196554322698	0.0173023262134752	5.20400734574524	18.85	2.31288343558282	126.45	14.7894736842105	0.00150581793292266	158.75	5.0	33.0	1014.3854156296666	2067.602145950674	0.3496585453566446	0.989445255427313	1.1157457413233796	390.0	1.2815641668044309	0.0808371243676641	1.0	0.0	1838.22	37.47981	-83.67519	       SOUTH FORK KENTUCKY RIVER AT BOONEVILLE, KY
3285000	1.4133358198324901	0.39997947355769004	1.56283811159006	0.335457931408285	1.64561334095142	0.0068428189736146105	5.50400656573349	26.3	2.1469387755102	150.0	14.1509433962264	0.0	153.7	5.0	33.0	460.92598888335806	1176.3668544650689	0.33366168455019607	1.0745842191556645	1.4954754112975477	135.0	1.1802328641044897	0.030373639885042013	1.0	0.0	822.34	37.64202	-84.66078	                       DIX RIVER NEAR DANVILLE, KY
3291780	1.5106026447490701	0.41683106992865004	1.2439817003062	0.262181517382636	1.4091946017582802	0.0	6.7151492357872105	33.55	1.87430167597765	167.3	13.437751004016098	0.0731006160164271	166.25	5.0	35.0	40.272859042553186	115.32371635070541	0.3651145113899301	0.9893807324833216	2.156549392702753	9.9	0.8939022670816991	0.019119576268136342	1.0	7.0	71.41	38.87811	-85.25718	              INDIAN-KENTUCK CREEK NR CANAAN, IND.
3300400	1.36646493358281	0.3951711159188929	1.3989649658831498	0.288199324641438	2.09736632202192	0.0011966450771260801	6.520848536223191	33.05	2.24829931972789	161.2	17.2406417112299	0.00314852840520192	157.4	5.0	35.0	610.2083968113361	1610.8047921742566	0.3546962797268865	1.0348309734207741	1.6355628874735235	159.0	0.9996584825570634	0.02294298156688342	1.0	0.0	1128.58	37.832840000000004	-85.29607	                            BEECH FORK AT MAUD, KY
3338780	1.1659098053960502	0.39984015392833	1.5079735299327401	0.39533269289793105	3.06130238712467	0.035377632389797006	4.49295931350422	20.15	2.70469798657718	127.6	23.6296296296296	0.0	182.95	5.0	25.0	309.41977877559964	678.0812926858198	0.4274697447769022	1.0308360056936734	0.976723344325242	123.0	1.186090952078921	0.0840282418366538	0.0	0.0	691.56	40.26531	-87.6428	      NORTH FORK VERMILION RIVER NEAR BISMARCK, IL
3340800	1.07195072644772	0.34388476820080804	1.37299826050091	0.389667020077169	2.07068793387597	0.0205220932102514	3.7760651506862497	19.65	2.1016042780748703	128.8	23.0	0.0	168.45	5.0	33.0	151.1915447154472	410.5710032690024	0.4156103493295358	1.039983638228854	1.1286369912887495	57.0	1.1310156286969204	0.06614126483607721	0.0	0.0	357.65	39.81255	-86.9539	              BIG RACCOON CREEK NEAR FINCASTLE IND
3346000	0.9972503261437471	0.31829070979801194	0.930782672416507	0.231646748525638	2.24907525502068	0.00390399809647036	4.92504375247031	41.65	3.0072202166065	186.85	16.9095022624434	0.0	174.4	5.0	35.0	321.5817748748438	952.7001540231412	0.4032511310729927	1.2070256484957094	1.5302206708368176	59.0	0.7910896072982102	0.026431846155796968	1.0	0.0	814.69	39.010040000000004	-87.94559	         NORTH FORK EMBARRAS RIVER NEAR OBLONG, IL
3357350	1.18148201915217	0.366902099791805	1.4088511792748402	0.323201939490417	1.55612825394706	0.0	4.10393317317863	24.65	2.08898305084746	152.05	17.6802325581395	0.10554414784394302	167.1	5.0	33.0	3.6390849510535777	11.413555499938175	0.391663536507475	1.1140367360475931	1.8157485742692745	1.0	1.1266568533424763	0.019235604813164237	1.0	11.0	7.75	39.76171	-86.72945	                  PLUM CREEK NEAR BAINBRIDGE, IND.
3364500	1.2037812854970902	0.359483125379161	1.40274143768477	0.35001645442265505	1.80582598987719	0.00165106958238563	4.536313677604491	21.5	1.94570135746606	133.25	19.172661870503603	0.037097878165639996	169.5	5.0	33.0	110.99059482329523	281.5533908365001	0.363434854982406	1.0664900760007203	1.4399420449423987	38.0	1.1352313247856798	0.03784104415952266	1.0	4.0	237.09	39.274770000000004	-85.70165	                    CLIFTY CREEK AT HARTSVILLE, IN
3366500	1.35934704805498	0.37595721847181	1.22047128030115	0.28618282245356896	1.6132925730773202	0.007450972901621041	6.04500671061946	31.8	2.0990099009901	161.35	13.790598290598302	0.0	167.5	5.0	34.0	393.8226870118369	1112.1366834401083	0.34104732395011345	1.0303571062683148	1.6717654163894111	100.0	0.9725188838308052	0.038088206938543284	0.0	0.0	755.22	38.80422	-85.67385999999998	                 MUSCATATUCK RIVER NEAR DEPUTY, IN
3368000	1.41702292535252	0.403829617469226	0.862611192726347	0.206380315403932	0.52377655800925	0.0	5.92710091788404	40.05	2.07512953367876	194.85	12.8613861386139	0.0636550308008214	168.05	5.0	33.0	15.915150987224147	56.12622428604293	0.34873407865946765	1.1286824521384595	2.3577751635676627	2.6	0.6911652933000899	0.013571973032074434	1.0	8.0	29.72	39.07033	-85.48608	                     BRUSH CREEK NEAR NEBRASKA, IN
3384450	1.33312363324201	0.36330030563931204	1.1559922662568798	0.26836650915883603	2.89767954405788	0.000440308745712013	5.45982844682896	43.75	2.88778877887789	190.3	22.790419161676603	0.0418891170431211	156.75	5.0	35.0	60.305848717146255	210.8792510351727	0.4016010925891471	1.1623552313923928	2.0156318894049954	9.8	0.8291069782388084	0.011110033508400034	1.0	4.0	111.13	37.47227	-88.54727	                     LUSK CREEK NEAR EDDYVILLE, IL
3439000	3.16323217196459	0.568857600939258	1.18060466137091	0.720916167067827	1.37562779769927	0.8763689198809159	7.199918407396639	1.35	1.22727272727273	2.15	6.142857142857139	0.0	168.95	6.0	34.0	229.3097672920525	218.75212302772584	0.2775198138215512	0.4985770111652221	0.5541956938249895	177.0	1.338800364351685	0.4404522371319876	0.0	0.0	178.67	35.14333	-82.82472	                  FRENCH BROAD RIVER AT ROSMAN, NC
3450000	1.89841335643901	0.463637564943682	1.8028708287446698	0.5922682848989821	1.6538746362135601	0.173762467723636	5.03911156398546	2.35	1.62068965517241	57.55	10.369369369369402	0.0	173.05	6.0	35.0	10.958860354596963	15.284048871986403	0.34340361598045066	0.7159590931039382	0.7068687768039382	7.4	1.4600058292820934	0.23725094725834026	0.0	0.0	14.08	35.653059999999996	-82.40528	                  BEETREE CREEK NEAR SWANNANOA, NC
3455500	3.3007413968284602	0.5690363990063521	1.32396452930788	0.6263322903639179	1.5301703331737802	0.603678681561047	8.64602022813542	3.55	1.24561403508772	21.55	7.696428571428571	0.0	164.2	6.0	34.0	97.35836218697158	126.65277673995912	0.2777259265736735	0.5772227433834247	0.8056899969293239	67.0	1.2839164216828558	0.3594965980711996	0.0	0.0	72.95	35.39611	-82.9375	    W F PIGEON R ABOVE LAKE LOGAN NR HAZELWOOD, NC
3456500	2.59869262288597	0.542821012854399	1.3897914886895002	0.6366310427697779	1.9963652284652098	0.44006455139902	6.747656454784971	3.3	1.4347826086956499	26.65	8.73770491803279	0.0	167.3	6.0	34.0	137.08068282470407	187.64171155322788	0.3082151915829773	0.6469608533472212	0.6974425560327735	94.0	1.3160132870850465	0.3355687982589337	0.0	0.0	133.43	35.46167	-82.86972	            EAST FORK PIGEON RIVER NEAR CANTON, NC
3460000	2.18216888049862	0.4880630273695179	1.28388303878243	0.687017936220612	1.51765035909835	0.520056209493132	5.258346118208331	1.8	1.38461538461538	12.2	7.87096774193548	0.0	169.55	6.0	35.0	109.88400689223057	113.36129501649843	0.2766055764843392	0.5621032899842529	0.5082301642546674	84.0	1.3286737909292878	0.3913217329449273	0.0	0.0	127.02	35.6675	-83.07361	            CATALOOCHEE CREEK NEAR CATALOOCHEE, NC
3463300	3.06004959603113	0.670284579863615	1.29607303443405	0.589691621119328	1.9955200212681299	0.458078516909101	7.97929149930233	3.9	1.27868852459016	34.75	9.928571428571429	0.0	177.15	6.0	34.0	135.40602302922935	221.8736747227776	0.3026022914797021	0.6400332753182747	0.8263535476747014	91.0	1.277638882892642	0.33233381346918434	0.0	0.0	112.16	35.83150999999999	-82.18429	                     SOUTH TOE RIVER NEAR CELO, NC
3471500	1.32033825690415	0.38690800268626707	1.64350671710493	0.630658434780838	1.45160464352651	0.283968699776052	3.55578197980447	3.6	1.6	5.6	6.588235294117651	0.0	174.8	6.0	35.0	108.32978723404257	140.08353237604095	0.259853851856192	0.6949358706152238	0.5938836294074169	69.5	1.3569674948443484	0.30462535598546603	0.0	0.0	198.16	36.76039	-81.63123	   S F HOLSTON RIVER AT RIVERSIDE NR CHILHOWIE, VA
3473000	1.45365378683466	0.41581055758345203	1.64830252142914	0.627684501517193	1.5941115386113602	0.280567015072937	3.92793821102112	2.95	1.59459459459459	22.05	7.112903225806449	0.0	171.95	6.0	35.0	469.28152377972464	541.8912829559866	0.2549175407880524	0.6475747369432926	0.5885803489512953	316.0	1.4000125014689226	0.3132448062647361	0.0	0.0	784.81	36.65178	-81.84401	               S F HOLSTON RIVER NEAR DAMASCUS, VA
3479000	1.8154860904793602	0.456928974815457	1.3346494252981598	0.5922873674130771	1.6629949908559098	0.332302281229039	4.63146304462973	4.0	1.45454545454545	23.25	8.017241379310349	0.0	168.2	6.0	34.0	176.2786375714631	309.7431109229985	0.3188902966454444	0.6798947073616404	0.8121270668797766	113.0	1.248024168049361	0.3120060420123402	0.0	0.0	235.6	36.23917	-81.82222	                WATAUGA RIVER NEAR SUGAR GROVE, NC
3488000	1.23117574448451	0.37602197887874794	1.77713280495175	0.530133411505307	1.84159141105423	0.135401354970619	3.8961739892795597	7.85	1.74444444444444	78.9	15.0285714285714	0.0	166.4	6.0	35.0	287.76955569461825	447.59414424478416	0.28146154805500884	0.8021046723617841	0.7648660820556062	158.0	1.3934761063659638	0.1946001545049725	0.0	0.0	578.21	36.89678	-81.74623000000003	              N F HOLSTON RIVER NEAR SALTVILLE, VA
3498500	1.8042764244579599	0.41664222433169795	1.5274189336202901	0.573668589347479	1.55959108617368	0.249306595863662	4.98613191727323	4.95	1.57142857142857	44.35	9.74725274725275	0.0	163.45	6.0	34.0	507.6663982607295	779.7800176312043	0.3258012865328333	0.6934314504074306	0.7498354298811287	321.0	1.3355227021580218	0.27380185191735257	0.0	0.0	696.76	35.78562	-83.8846	                   LITTLE RIVER NEAR MARYVILLE, TN
